process_mode,input_quantity,source_material,source_state,source_grade,scenario,yield_percent,loss_percent,output_quantity
QUALITY_CONTROL,5375.13,PP,SORTED,Standard,SCN-6,77.05,22.95,4141.5
QC_PASS,1131.13,GRANULE,PROCESSED,Grade C,SCN-4,99.97,0.03,1130.75
MANUFACTURING,6559.58,PVC,PROCESSED,Standard,SCN-4,92.79,7.21,6086.5
SEGREGATION,314.67,GRANULE,RAW,Rejected,SCN-5,70.02,29.98,220.33
TRANSFER,2131.68,PP,PROCESSED,Premium,SCN-1,100.0,0.0,2131.68
QUALITY_CONTROL,279.1,PRODUCT,BALE,Premium,SCN-1,99.9,0.1,278.83
MIXING,369.83,GRANULE,GRANULE,Unknown,SCN-4,100.0,0.0,369.83
PRODUCTION,624.25,PRODUCT,SORTED,Unknown,SCN-6,97.41,2.59,608.11
PRODUCTION,419.01,MIXED,FLAKE,Food Grade,SCN-3,95.1,4.9,398.48
RECEIPT,1729.04,PVC,WASHED,Grade A,SCN-4,100.0,0.0,1729.04
MANUFACTURING,655.88,PVC,RAW,Grade A,SCN-5,95.53,4.47,626.58
QC_FAIL,1962.77,PVC,RAW,Unknown,SCN-6,0.0,100.0,0.0
WASHING,760.84,PRODUCT,GRANULE,Rejected,SCN-2,85.3,14.7,649.02
WASHING,1591.67,GRANULE,WASHED,Rejected,SCN-4,84.58,15.42,1346.26
MIXING,1120.22,PVC,FLAKE,Premium,SCN-5,97.59,2.41,1093.18
MIXING,464.0,PP,RAW,Unknown,SCN-3,99.49,0.51,461.62
QC_FAIL,403.35,PP,FLAKE,Grade A,SCN-1,0.38,99.62,1.54
TRANSFER,932.95,LDPE,SORTED,Grade A,SCN-4,99.99,0.01,932.81
TRANSFER,275.94,PP,BALE,Premium,SCN-6,99.96,0.04,275.82
QC_FAIL,1286.46,PRODUCT,FLAKE,Grade C,SCN-2,0.0,100.0,0.0
SEGREGATION,280.34,HDPE,FLAKE,Standard,SCN-4,87.3,12.7,244.75
BALING,281.6,LDPE,BALE,Technical Grade,SCN-4,97.69,2.31,275.11
TRANSFER,546.5,LDPE,BALE,Food Grade,SCN-2,100.0,0.0,546.5
QC_FAIL,952.92,PET,GRANULE,Standard,SCN-3,0.0,100.0,0.0
RECEIPT,75.83,PP,SORTED,Standard,SCN-3,100.0,0.0,75.83
MANUFACTURING,2483.93,MIXED,FLAKE,Unknown,SCN-4,92.21,7.79,2290.44
SEGREGATION,815.22,HDPE,WASHED,Premium,SCN-1,88.36,11.64,720.32
SEGREGATION,114.59,PP,SORTED,Standard,SCN-6,84.34,15.66,96.65
MANUFACTURING,567.63,PRODUCT,BALE,Grade A,SCN-2,99.1,0.9,562.51
QC_PASS,50.0,HDPE,SORTED,Grade B,SCN-6,100.0,0.0,50.0
QC_PASS,974.7,HDPE,WASHED,Rejected,SCN-5,100.0,0.0,974.7
QC_FAIL,2853.58,HDPE,FLAKE,Technical Grade,SCN-4,0.39,99.61,11.26
MIXING,2442.9,MIXED,RAW,Grade B,SCN-4,94.99,5.01,2320.59
MANUFACTURING,538.95,PRODUCT,SORTED,Unknown,SCN-4,97.56,2.44,525.8
QC_FAIL,1244.56,LDPE,SORTED,Unknown,SCN-3,0.0,100.0,0.0
TRANSFER,1495.01,PRODUCT,RAW,Standard,SCN-3,100.0,0.0,1495.01
MANUFACTURING,1069.23,PRODUCT,FLAKE,Grade A,SCN-3,99.13,0.87,1059.96
SEGREGATION,508.22,PET,BALE,Food Grade,SCN-4,90.67,9.33,460.8
MIXING,384.46,MIXED,BALE,Grade C,SCN-1,94.89,5.11,364.8
BALING,349.96,MIXED,PROCESSED,Food Grade,SCN-2,98.04,1.96,343.1
WASHING,1914.33,PP,GRANULE,Grade B,SCN-4,93.56,6.44,1791.0
RECEIPT,1148.57,MIXED,RAW,Grade B,SCN-2,100.0,0.0,1148.57
BALING,7418.09,PP,SORTED,Unknown,SCN-6,99.62,0.38,7389.8
QC_FAIL,1874.61,PVC,RAW,Food Grade,SCN-2,0.46,99.54,8.55
MANUFACTURING,1202.94,PRODUCT,BALE,Standard,SCN-4,98.31,1.69,1182.56
RECEIPT,196.16,HDPE,RAW,Food Grade,SCN-5,99.82,0.18,195.8
PRODUCTION,136.44,FLAKE,GRANULE,Rejected,SCN-2,93.41,6.59,127.44
RECEIPT,504.47,HDPE,BALE,Grade C,SCN-2,99.64,0.36,502.67
TRANSFER,325.37,GRANULE,FLAKE,Premium,SCN-6,99.68,0.32,324.33
RECEIPT,88.24,PET,FLAKE,Grade C,SCN-4,99.66,0.34,87.94
INWARD,472.07,GRANULE,PROCESSED,Grade B,SCN-6,100.0,0.0,472.07
TRANSFER,2792.62,PRODUCT,FLAKE,Unknown,SCN-3,98.46,1.54,2749.55
QC_FAIL,787.9,PRODUCT,BALE,Technical Grade,SCN-3,0.0,100.0,0.0
SEGREGATION,2088.36,HDPE,WASHED,Technical Grade,SCN-2,80.88,19.12,1689.09
QUALITY_CONTROL,199.71,MIXED,FLAKE,Grade C,SCN-5,76.59,23.41,152.96
RECEIPT,266.98,PVC,RAW,Grade A,SCN-4,100.0,0.0,266.98
SEGREGATION,9354.11,PVC,FLAKE,Grade B,SCN-2,86.3,13.7,8072.36
WASHING,1513.08,GRANULE,GRANULE,Technical Grade,SCN-2,89.51,10.49,1354.39
QC_PASS,456.86,GRANULE,RAW,Premium,SCN-6,100.0,0.0,456.86
RECYCLING,616.99,PET,WASHED,Food Grade,SCN-3,98.05,1.95,604.96
QC_FAIL,1597.47,PVC,BALE,Premium,SCN-1,0.27,99.73,4.27
INWARD,158.67,LDPE,FLAKE,Technical Grade,SCN-1,100.0,0.0,158.67
SEGREGATION,735.17,PVC,SORTED,Standard,SCN-6,86.62,13.38,636.83
WASHING,498.13,GRANULE,BALE,Grade C,SCN-4,92.62,7.38,461.35
PRODUCTION,294.0,GRANULE,WASHED,Rejected,SCN-3,93.17,6.83,273.91
TRANSFER,563.28,PP,SORTED,Standard,SCN-3,99.19,0.81,558.7
INWARD,848.11,HDPE,PROCESSED,Rejected,SCN-6,99.55,0.45,844.29
MANUFACTURING,214.55,PRODUCT,RAW,Grade A,SCN-6,99.52,0.48,213.51
QC_PASS,416.08,LDPE,FLAKE,Standard,SCN-5,99.81,0.19,415.28
QC_FAIL,369.76,PRODUCT,RAW,Unknown,SCN-6,0.26,99.74,0.97
PRODUCTION,1001.5,PP,WASHED,Technical Grade,SCN-5,95.92,4.08,960.67
QC_FAIL,99.63,FLAKE,RAW,Unknown,SCN-2,0.21,99.79,0.21
PRODUCTION,9774.52,HDPE,BALE,Unknown,SCN-1,98.21,1.79,9599.98
QC_PASS,893.34,PP,RAW,Unknown,SCN-2,100.0,0.0,893.34
BALING,2187.57,PP,GRANULE,Grade A,SCN-6,100.0,0.0,2187.57
BALING,1418.7,HDPE,PROCESSED,Standard,SCN-5,99.31,0.69,1408.91
INWARD,574.47,GRANULE,BALE,Unknown,SCN-1,99.71,0.29,572.78
INWARD,3011.25,GRANULE,SORTED,Grade B,SCN-1,100.0,0.0,3011.25
RECEIPT,167.54,MIXED,WASHED,Premium,SCN-1,99.57,0.43,166.82
MIXING,1386.64,PRODUCT,FLAKE,Technical Grade,SCN-4,96.91,3.09,1343.8
QC_PASS,173.98,PP,PROCESSED,Grade A,SCN-6,99.89,0.11,173.78
QUALITY_CONTROL,1217.45,FLAKE,FLAKE,Grade A,SCN-4,78.23,21.77,952.36
RECEIPT,367.48,PET,RAW,Unknown,SCN-1,100.0,0.0,367.48
SEGREGATION,114.58,MIXED,FLAKE,Premium,SCN-4,91.79,8.21,105.17
TRANSFER,169.5,PP,WASHED,Rejected,SCN-6,96.76,3.24,164.02
BALING,932.64,MIXED,SORTED,Standard,SCN-4,97.83,2.17,912.38
QUALITY_CONTROL,1905.56,GRANULE,SORTED,Grade A,SCN-3,94.7,5.3,1804.6
RECEIPT,50.0,MIXED,GRANULE,Grade B,SCN-1,99.58,0.42,49.79
QUALITY_CONTROL,804.05,PET,WASHED,Standard,SCN-6,89.86,10.14,722.54
QUALITY_CONTROL,1211.8,PET,FLAKE,Food Grade,SCN-6,74.69,25.31,905.06
WASHING,1112.58,LDPE,WASHED,Premium,SCN-4,97.69,2.31,1086.86
QC_FAIL,368.23,PET,FLAKE,Food Grade,SCN-2,0.0,100.0,0.0
QC_PASS,74.35,GRANULE,FLAKE,Technical Grade,SCN-3,100.0,0.0,74.35
MANUFACTURING,430.07,FLAKE,BALE,Rejected,SCN-6,91.6,8.4,393.94
BALING,62.16,LDPE,WASHED,Grade B,SCN-2,97.66,2.34,60.71
MIXING,534.51,MIXED,WASHED,Grade B,SCN-3,94.67,5.33,506.02
QC_PASS,1382.43,PET,SORTED,Grade B,SCN-5,100.0,0.0,1382.43
WASHING,706.91,PET,WASHED,Rejected,SCN-2,85.09,14.91,601.48
INWARD,361.44,PVC,RAW,Grade C,SCN-6,100.0,0.0,361.44
INWARD,969.8,PET,PROCESSED,Grade C,SCN-1,99.74,0.26,967.25
MANUFACTURING,516.8,MIXED,SORTED,Food Grade,SCN-4,93.65,6.35,483.99
QC_PASS,2503.08,PET,FLAKE,Rejected,SCN-1,100.0,0.0,2503.08
BALING,1759.87,FLAKE,WASHED,Unknown,SCN-5,100.0,0.0,1759.87
WASHING,1159.94,PP,BALE,Premium,SCN-1,99.16,0.84,1150.19
WASHING,134.41,FLAKE,FLAKE,Unknown,SCN-1,95.64,4.36,128.55
RECYCLING,1045.8,LDPE,SORTED,Grade B,SCN-2,91.92,8.08,961.27
QC_FAIL,1384.44,LDPE,WASHED,Technical Grade,SCN-3,0.0,100.0,0.0
SEGREGATION,483.45,PRODUCT,PROCESSED,Standard,SCN-6,89.04,10.96,430.46
QC_FAIL,1009.76,LDPE,SORTED,Food Grade,SCN-2,0.0,100.0,0.0
BALING,1393.61,PRODUCT,SORTED,Grade C,SCN-1,97.55,2.45,1359.48
QC_FAIL,388.16,PVC,BALE,Premium,SCN-6,0.0,100.0,0.0
WASHING,743.17,GRANULE,FLAKE,Rejected,SCN-3,85.11,14.89,632.49
TRANSFER,505.73,HDPE,BALE,Food Grade,SCN-6,99.63,0.37,503.84
QC_FAIL,1420.59,MIXED,RAW,Grade B,SCN-6,0.16,99.84,2.29
TRANSFER,3817.55,PRODUCT,PROCESSED,Standard,SCN-6,98.43,1.57,3757.53
RECYCLING,3389.36,PP,BALE,Grade A,SCN-3,97.77,2.23,3313.92
SEGREGATION,528.89,PVC,GRANULE,Unknown,SCN-2,83.91,16.09,443.8
MIXING,911.15,LDPE,FLAKE,Grade B,SCN-6,95.8,4.2,872.86
QUALITY_CONTROL,2817.58,MIXED,BALE,Grade A,SCN-4,77.5,22.5,2183.67
QC_PASS,2116.57,GRANULE,RAW,Rejected,SCN-6,100.0,0.0,2116.57
QUALITY_CONTROL,1325.72,FLAKE,SORTED,Unknown,SCN-5,74.45,25.55,987.05
RECEIPT,1129.25,LDPE,BALE,Premium,SCN-2,99.74,0.26,1126.36
QC_FAIL,139.94,HDPE,WASHED,Unknown,SCN-1,0.4,99.6,0.56
PRODUCTION,772.89,PRODUCT,WASHED,Grade C,SCN-4,92.95,7.05,718.38
RECYCLING,211.25,PET,SORTED,Grade A,SCN-4,98.44,1.56,207.96
QC_PASS,408.1,PRODUCT,FLAKE,Technical Grade,SCN-2,100.0,0.0,408.1
SEGREGATION,991.42,MIXED,GRANULE,Grade C,SCN-1,77.12,22.88,764.62
RECEIPT,491.1,PET,BALE,Standard,SCN-3,100.0,0.0,491.1
MIXING,460.63,PVC,RAW,Standard,SCN-5,94.67,5.33,436.07
INWARD,306.55,MIXED,WASHED,Standard,SCN-3,99.94,0.06,306.36
WASHING,697.14,PVC,GRANULE,Premium,SCN-3,94.94,5.06,661.86
MANUFACTURING,602.51,HDPE,BALE,Rejected,SCN-2,91.88,8.12,553.59
PRODUCTION,106.63,PRODUCT,RAW,Grade A,SCN-3,99.77,0.23,106.39
QC_FAIL,1378.18,MIXED,FLAKE,Grade B,SCN-5,0.17,99.83,2.3
QC_FAIL,1733.56,GRANULE,GRANULE,Premium,SCN-2,0.06,99.94,0.97
MANUFACTURING,548.04,PRODUCT,BALE,Standard,SCN-5,95.12,4.88,521.27
QC_PASS,367.19,MIXED,PROCESSED,Grade A,SCN-1,100.0,0.0,367.19
TRANSFER,355.78,PRODUCT,PROCESSED,Unknown,SCN-6,99.5,0.5,354.0
MANUFACTURING,2187.79,HDPE,WASHED,Grade B,SCN-3,97.46,2.54,2132.25
QC_PASS,550.75,PET,SORTED,Food Grade,SCN-6,100.0,0.0,550.75
BALING,774.67,HDPE,WASHED,Technical Grade,SCN-4,98.18,1.82,760.54
WASHING,2575.69,MIXED,RAW,Food Grade,SCN-5,86.31,13.69,2223.11
QC_PASS,1067.86,LDPE,RAW,Rejected,SCN-3,100.0,0.0,1067.86
QC_FAIL,505.3,PVC,GRANULE,Grade A,SCN-2,0.46,99.54,2.33
RECYCLING,90.18,PVC,PROCESSED,Premium,SCN-2,93.43,6.57,84.25
TRANSFER,1156.61,PET,SORTED,Premium,SCN-5,99.82,0.18,1154.58
QC_FAIL,448.47,FLAKE,PROCESSED,Premium,SCN-3,0.26,99.74,1.18
PRODUCTION,3075.81,LDPE,RAW,Unknown,SCN-2,96.27,3.73,2961.0
MIXING,92.9,LDPE,SORTED,Grade A,SCN-5,100.0,0.0,92.9
MANUFACTURING,162.85,MIXED,FLAKE,Premium,SCN-6,93.47,6.53,152.21
MIXING,149.96,HDPE,PROCESSED,Unknown,SCN-1,96.89,3.11,145.29
SEGREGATION,549.86,PRODUCT,FLAKE,Grade C,SCN-4,81.34,18.66,447.27
BALING,107.13,PET,FLAKE,Grade A,SCN-6,100.0,0.0,107.13
MIXING,2948.68,HDPE,PROCESSED,Grade C,SCN-5,95.33,4.67,2810.93
MANUFACTURING,362.19,HDPE,WASHED,Rejected,SCN-2,91.99,8.01,333.2
WASHING,1755.53,MIXED,RAW,Premium,SCN-1,92.72,7.28,1627.8
PRODUCTION,500.35,PVC,BALE,Food Grade,SCN-3,96.72,3.28,483.92
RECEIPT,273.75,GRANULE,PROCESSED,Technical Grade,SCN-5,99.89,0.11,273.47
TRANSFER,1068.16,FLAKE,WASHED,Standard,SCN-1,99.67,0.33,1064.63
SEGREGATION,50.0,PP,WASHED,Technical Grade,SCN-6,89.93,10.07,44.97
RECEIPT,1471.89,FLAKE,SORTED,Grade A,SCN-2,100.0,0.0,1471.89
QUALITY_CONTROL,492.35,GRANULE,BALE,Standard,SCN-5,100.0,0.0,492.35
SEGREGATION,1784.91,PRODUCT,PROCESSED,Unknown,SCN-1,83.51,16.49,1490.62
SEGREGATION,1097.77,LDPE,GRANULE,Grade B,SCN-4,82.31,17.69,903.6
QC_PASS,834.4,PP,BALE,Technical Grade,SCN-4,100.0,0.0,834.4
RECYCLING,640.84,FLAKE,SORTED,Rejected,SCN-6,80.03,19.97,512.87
WASHING,271.17,PP,WASHED,Standard,SCN-1,94.47,5.53,256.17
BALING,249.93,LDPE,GRANULE,Grade A,SCN-2,100.0,0.0,249.93
SEGREGATION,2811.77,FLAKE,PROCESSED,Food Grade,SCN-6,98.65,1.35,2773.8
INWARD,879.42,PP,WASHED,Grade B,SCN-2,100.0,0.0,879.42
QUALITY_CONTROL,1799.98,PRODUCT,SORTED,Grade A,SCN-1,99.96,0.04,1799.29
SEGREGATION,83.65,PRODUCT,RAW,Standard,SCN-6,94.64,5.36,79.16
INWARD,121.25,MIXED,FLAKE,Standard,SCN-4,99.85,0.15,121.07
QC_PASS,406.1,HDPE,GRANULE,Unknown,SCN-5,99.82,0.18,405.37
QC_FAIL,225.98,FLAKE,RAW,Grade A,SCN-1,0.3,99.7,0.69
QC_PASS,356.24,LDPE,PROCESSED,Standard,SCN-3,100.0,0.0,356.24
QC_FAIL,262.75,MIXED,PROCESSED,Technical Grade,SCN-2,0.0,100.0,0.0
BALING,447.59,PRODUCT,RAW,Technical Grade,SCN-5,97.6,2.4,436.86
RECEIPT,340.43,FLAKE,SORTED,Technical Grade,SCN-4,100.0,0.0,340.43
INWARD,360.9,MIXED,RAW,Premium,SCN-1,99.54,0.46,359.25
RECYCLING,2644.11,PET,GRANULE,Grade A,SCN-2,98.23,1.77,2597.4
QC_PASS,413.98,PVC,WASHED,Standard,SCN-1,99.71,0.29,412.78
QUALITY_CONTROL,120.62,LDPE,WASHED,Grade B,SCN-5,78.23,21.77,94.37
RECEIPT,837.23,LDPE,SORTED,Grade C,SCN-1,99.98,0.02,837.05
SEGREGATION,1524.07,PVC,BALE,Grade B,SCN-2,84.5,15.5,1287.85
PRODUCTION,837.16,LDPE,WASHED,Grade C,SCN-6,92.94,7.06,778.08
WASHING,914.98,PP,WASHED,Premium,SCN-2,97.32,2.68,890.43
WASHING,747.94,PRODUCT,SORTED,Rejected,SCN-3,84.87,15.13,634.79
PRODUCTION,499.69,MIXED,BALE,Unknown,SCN-4,93.49,6.51,467.18
QC_FAIL,331.19,PVC,FLAKE,Grade B,SCN-1,0.06,99.94,0.19
TRANSFER,411.85,PRODUCT,SORTED,Unknown,SCN-3,98.99,1.01,407.71
RECEIPT,370.76,FLAKE,PROCESSED,Grade C,SCN-5,99.88,0.12,370.31
RECEIPT,365.89,LDPE,WASHED,Standard,SCN-5,100.0,0.0,365.89
QC_FAIL,508.08,PRODUCT,RAW,Unknown,SCN-1,0.09,99.91,0.44
INWARD,318.37,LDPE,FLAKE,Grade C,SCN-1,100.0,0.0,318.37
INWARD,2420.27,FLAKE,RAW,Unknown,SCN-4,100.0,0.0,2420.27
RECEIPT,1238.86,PP,WASHED,Grade C,SCN-1,99.87,0.13,1237.27
MIXING,2170.18,HDPE,SORTED,Premium,SCN-4,100.0,0.0,2170.18
QC_PASS,134.37,FLAKE,BALE,Food Grade,SCN-5,99.96,0.04,134.31
RECYCLING,492.3,PRODUCT,SORTED,Technical Grade,SCN-3,94.92,5.08,467.29
INWARD,109.52,LDPE,RAW,Grade B,SCN-1,100.0,0.0,109.52
BALING,909.76,PET,RAW,Grade C,SCN-1,98.26,1.74,893.93
QC_PASS,1850.48,FLAKE,FLAKE,Unknown,SCN-6,99.63,0.37,1843.58
MIXING,134.61,PVC,PROCESSED,Grade C,SCN-5,94.74,5.26,127.53
QC_FAIL,859.27,PET,BALE,Technical Grade,SCN-5,0.0,100.0,0.0
RECEIPT,595.54,PVC,BALE,Unknown,SCN-2,100.0,0.0,595.54
QC_PASS,3153.62,LDPE,WASHED,Grade A,SCN-4,100.0,0.0,3153.62
INWARD,580.61,PVC,RAW,Rejected,SCN-1,100.0,0.0,580.61
PRODUCTION,489.37,GRANULE,WASHED,Unknown,SCN-3,99.42,0.58,486.53
QC_PASS,757.35,LDPE,BALE,Grade B,SCN-1,99.77,0.23,755.6
MIXING,1882.18,FLAKE,FLAKE,Rejected,SCN-4,95.05,4.95,1788.96
QC_PASS,957.65,HDPE,RAW,Grade A,SCN-2,100.0,0.0,957.65
QC_PASS,1116.55,PRODUCT,SORTED,Grade C,SCN-1,99.51,0.49,1111.11
RECYCLING,1965.71,HDPE,GRANULE,Technical Grade,SCN-6,92.79,7.21,1823.96
PRODUCTION,640.96,PRODUCT,PROCESSED,Unknown,SCN-4,96.41,3.59,617.92
INWARD,232.84,GRANULE,RAW,Unknown,SCN-4,100.0,0.0,232.84
INWARD,406.2,MIXED,PROCESSED,Grade C,SCN-1,99.93,0.07,405.94
PRODUCTION,507.9,PET,RAW,Grade C,SCN-1,98.0,2.0,497.75
INWARD,392.17,GRANULE,WASHED,Premium,SCN-4,99.81,0.19,391.44
MIXING,700.41,PVC,PROCESSED,Standard,SCN-5,94.7,5.3,663.26
TRANSFER,164.14,LDPE,WASHED,Food Grade,SCN-3,100.0,0.0,164.14
PRODUCTION,1014.03,HDPE,PROCESSED,Unknown,SCN-4,97.59,2.41,989.61
PRODUCTION,228.65,PP,PROCESSED,Technical Grade,SCN-1,95.5,4.5,218.36
MIXING,352.73,MIXED,RAW,Unknown,SCN-6,95.41,4.59,336.54
INWARD,792.77,PVC,WASHED,Rejected,SCN-3,99.92,0.08,792.17
INWARD,259.16,GRANULE,SORTED,Standard,SCN-4,99.95,0.05,259.03
MIXING,1851.09,PP,BALE,Standard,SCN-2,99.6,0.4,1843.65
QC_FAIL,1281.64,MIXED,GRANULE,Grade A,SCN-6,0.0,100.0,0.0
MIXING,623.79,HDPE,RAW,Premium,SCN-3,99.84,0.16,622.76
INWARD,535.32,PET,WASHED,Rejected,SCN-5,99.7,0.3,533.74
MIXING,279.2,MIXED,FLAKE,Standard,SCN-4,94.67,5.33,264.31
INWARD,323.38,HDPE,WASHED,Premium,SCN-6,100.0,0.0,323.38
RECEIPT,1875.28,PRODUCT,RAW,Unknown,SCN-3,100.0,0.0,1875.28
MIXING,650.49,PRODUCT,SORTED,Technical Grade,SCN-5,96.3,3.7,626.39
QC_FAIL,267.07,MIXED,RAW,Unknown,SCN-4,0.37,99.63,1.0
QC_FAIL,188.15,FLAKE,WASHED,Grade A,SCN-5,0.04,99.96,0.08
RECEIPT,133.23,MIXED,FLAKE,Premium,SCN-6,99.61,0.39,132.71
QC_FAIL,733.5,PRODUCT,FLAKE,Grade C,SCN-2,0.35,99.65,2.6
QUALITY_CONTROL,191.84,GRANULE,RAW,Grade C,SCN-5,84.16,15.84,161.45
PRODUCTION,767.65,FLAKE,PROCESSED,Grade B,SCN-2,99.6,0.4,764.59
TRANSFER,625.15,GRANULE,PROCESSED,Unknown,SCN-4,99.86,0.14,624.29
QC_FAIL,1488.6,MIXED,SORTED,Grade C,SCN-3,0.0,100.0,0.0
MANUFACTURING,3112.69,MIXED,WASHED,Standard,SCN-5,91.68,8.32,2853.86
PRODUCTION,432.61,FLAKE,RAW,Unknown,SCN-4,98.76,1.24,427.24
MANUFACTURING,9539.37,MIXED,GRANULE,Premium,SCN-5,95.7,4.3,9128.94
BALING,113.91,HDPE,RAW,Food Grade,SCN-4,99.83,0.17,113.71
MIXING,72.47,HDPE,SORTED,Grade B,SCN-1,99.18,0.82,71.88
QC_PASS,489.99,PET,SORTED,Grade B,SCN-2,99.74,0.26,488.71
BALING,366.83,LDPE,WASHED,Unknown,SCN-5,97.59,2.41,358.01
MANUFACTURING,2150.54,FLAKE,PROCESSED,Premium,SCN-3,99.18,0.82,2132.85
TRANSFER,1504.19,FLAKE,FLAKE,Technical Grade,SCN-3,100.0,0.0,1504.19
MANUFACTURING,1690.18,FLAKE,BALE,Premium,SCN-4,99.39,0.61,1679.9
BALING,1008.73,MIXED,WASHED,Premium,SCN-6,97.63,2.37,984.78
RECEIPT,298.19,MIXED,FLAKE,Standard,SCN-3,99.95,0.05,298.03
PRODUCTION,1679.44,PP,FLAKE,Technical Grade,SCN-3,97.7,2.3,1640.81
QC_FAIL,423.83,PET,RAW,Grade C,SCN-6,0.23,99.77,0.96
INWARD,956.34,PRODUCT,WASHED,Unknown,SCN-1,99.8,0.2,954.46
MANUFACTURING,2953.44,PRODUCT,SORTED,Technical Grade,SCN-3,94.3,5.7,2785.22
QC_PASS,983.33,PVC,BALE,Standard,SCN-2,99.66,0.34,979.94
WASHING,3468.06,PET,RAW,Grade B,SCN-6,96.95,3.05,3362.42
TRANSFER,1530.48,PVC,SORTED,Rejected,SCN-6,97.43,2.57,1491.1
MANUFACTURING,1448.25,MIXED,PROCESSED,Grade C,SCN-3,91.66,8.34,1327.45
MIXING,1070.02,HDPE,PROCESSED,Standard,SCN-2,98.8,1.2,1057.19
PRODUCTION,776.81,HDPE,FLAKE,Rejected,SCN-3,93.34,6.66,725.07
QUALITY_CONTROL,342.82,HDPE,GRANULE,Unknown,SCN-1,76.7,23.3,262.94
RECEIPT,1313.21,LDPE,RAW,Technical Grade,SCN-5,99.55,0.45,1307.28
QC_PASS,1298.34,GRANULE,SORTED,Food Grade,SCN-5,100.0,0.0,1298.34
INWARD,100.48,FLAKE,WASHED,Premium,SCN-3,99.67,0.33,100.15
QUALITY_CONTROL,1262.93,PET,WASHED,Unknown,SCN-6,97.95,2.05,1236.98
RECEIPT,358.94,MIXED,FLAKE,Premium,SCN-4,99.89,0.11,358.53
TRANSFER,3731.99,PP,RAW,Food Grade,SCN-6,100.0,0.0,3731.99
SEGREGATION,440.59,MIXED,FLAKE,Grade C,SCN-2,79.54,20.46,350.46
RECYCLING,940.59,GRANULE,BALE,Food Grade,SCN-3,98.47,1.53,926.19
QUALITY_CONTROL,678.0,FLAKE,RAW,Grade C,SCN-5,87.6,12.4,593.91
QUALITY_CONTROL,872.62,GRANULE,PROCESSED,Grade B,SCN-6,100.0,0.0,872.62
RECYCLING,2258.6,PVC,GRANULE,Rejected,SCN-2,79.97,20.03,1806.31
QUALITY_CONTROL,511.38,MIXED,WASHED,Unknown,SCN-5,78.49,21.51,401.36
QC_FAIL,476.24,FLAKE,GRANULE,Grade B,SCN-1,0.0,100.0,0.0
MIXING,759.21,MIXED,FLAKE,Standard,SCN-6,95.17,4.83,722.51
TRANSFER,1051.94,GRANULE,WASHED,Standard,SCN-4,99.96,0.04,1051.5
QC_PASS,746.82,HDPE,WASHED,Grade C,SCN-4,99.86,0.14,745.79
PRODUCTION,2477.28,GRANULE,RAW,Rejected,SCN-4,93.09,6.91,2306.14
QC_FAIL,402.03,PET,GRANULE,Technical Grade,SCN-6,0.0,100.0,0.0
PRODUCTION,481.87,GRANULE,GRANULE,Food Grade,SCN-5,99.65,0.35,480.19
QC_PASS,658.63,PVC,PROCESSED,Standard,SCN-2,99.9,0.1,657.97
TRANSFER,139.1,PRODUCT,BALE,Grade A,SCN-1,99.54,0.46,138.46
RECEIPT,687.05,LDPE,WASHED,Grade A,SCN-3,100.0,0.0,687.05
PRODUCTION,1222.44,LDPE,SORTED,Food Grade,SCN-1,99.21,0.79,1212.77
PRODUCTION,325.79,FLAKE,BALE,Rejected,SCN-4,92.81,7.19,302.37
WASHING,238.8,PRODUCT,RAW,Unknown,SCN-6,85.57,14.43,204.34
QUALITY_CONTROL,554.89,HDPE,GRANULE,Grade A,SCN-2,97.56,2.44,541.34
QC_PASS,773.49,HDPE,BALE,Unknown,SCN-5,100.0,0.0,773.49
RECEIPT,137.18,PP,BALE,Premium,SCN-2,99.69,0.31,136.76
RECYCLING,235.12,LDPE,RAW,Technical Grade,SCN-1,92.21,7.79,216.81
MANUFACTURING,362.96,PP,WASHED,Grade B,SCN-1,99.66,0.34,361.72
BALING,1103.64,PP,WASHED,Rejected,SCN-6,97.6,2.4,1077.2
TRANSFER,211.1,PRODUCT,FLAKE,Grade C,SCN-6,96.65,3.35,204.02
TRANSFER,493.93,PP,BALE,Grade B,SCN-4,100.0,0.0,493.93
QUALITY_CONTROL,2732.56,GRANULE,SORTED,Technical Grade,SCN-2,91.16,8.84,2490.97
SEGREGATION,697.43,PP,PROCESSED,Standard,SCN-6,88.1,11.9,614.46
WASHING,445.31,LDPE,PROCESSED,Grade B,SCN-3,93.53,6.47,416.52
TRANSFER,1133.88,HDPE,RAW,Standard,SCN-1,98.94,1.06,1121.9
WASHING,647.74,PP,SORTED,Grade C,SCN-3,85.38,14.62,553.01
TRANSFER,1577.81,LDPE,FLAKE,Premium,SCN-2,100.0,0.0,1577.81
SEGREGATION,586.52,PRODUCT,FLAKE,Grade B,SCN-6,86.53,13.47,507.5
INWARD,138.16,MIXED,RAW,Standard,SCN-3,100.0,0.0,138.16
QC_PASS,7274.35,GRANULE,FLAKE,Rejected,SCN-3,100.0,0.0,7274.35
RECYCLING,125.39,PVC,RAW,Technical Grade,SCN-6,86.23,13.77,108.13
SEGREGATION,818.68,HDPE,WASHED,Food Grade,SCN-5,95.07,4.93,778.3
RECYCLING,2632.55,LDPE,GRANULE,Rejected,SCN-3,80.32,19.68,2114.4
